Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	NaS_1 Spectral Count	NaS_2 Spectral Count	NaS_3 Spectral Count	LMWPE_biofilm_1 Spectral Count	LMWPE_biofilm_2 Spectral Count	LMWPE_biofilm_3 Spectral Count	LMWPE_1 Spectral Count	LMWPE_2 Spectral Count	LMWPE_3 Spectral Count	NaS_1 Unique Spectral Count	NaS_2 Unique Spectral Count	NaS_3 Unique Spectral Count	LMWPE_biofilm_1 Unique Spectral Count	LMWPE_biofilm_2 Unique Spectral Count	LMWPE_biofilm_3 Unique Spectral Count	LMWPE_1 Unique Spectral Count	LMWPE_2 Unique Spectral Count	LMWPE_3 Unique Spectral Count	NaS_1 Total Spectral Count	NaS_2 Total Spectral Count	NaS_3 Total Spectral Count	LMWPE_biofilm_1 Total Spectral Count	LMWPE_biofilm_2 Total Spectral Count	LMWPE_biofilm_3 Total Spectral Count	LMWPE_1 Total Spectral Count	LMWPE_2 Total Spectral Count	LMWPE_3 Total Spectral Count	NaS_1 Intensity	NaS_2 Intensity	NaS_3 Intensity	LMWPE_biofilm_1 Intensity	LMWPE_biofilm_2 Intensity	LMWPE_biofilm_3 Intensity	LMWPE_1 Intensity	LMWPE_2 Intensity	LMWPE_3 Intensity	NaS_1 MaxLFQ Intensity	NaS_2 MaxLFQ Intensity	NaS_3 MaxLFQ Intensity	LMWPE_biofilm_1 MaxLFQ Intensity	LMWPE_biofilm_2 MaxLFQ Intensity	LMWPE_biofilm_3 MaxLFQ Intensity	LMWPE_1 MaxLFQ Intensity	LMWPE_2 MaxLFQ Intensity	LMWPE_3 MaxLFQ Intensity	Indistinguishable Proteins
AtRMS-02_contig_1_852	AtRMS-02_contig_1_852 rank: C; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39] (db=kegg)	AtRMS-02_contig_1_852 rank: C; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39] (db=kegg)	NA	205	NA	NA	AtRMS-02_contig_1_852 rank: C; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39] (db=kegg)	1	0.999	10	771	771	771	87	68	103	57	78	86	88	78	60	87	68	103	57	78	86	88	78	60	87	68	103	57	78	86	88	78	60	2877080.8	2962408	4324989.5	2083177.1	2692083	4295309.5	2245257.2	2868960.5	2109359.2	1245848	1253669	1215706.8	915922.7	968758.2	1083213	927835.6	890425.06	759609.2	NA
AtRMS-02_contig_1_853	AtRMS-02_contig_1_853 rank: C; long-chain fatty acid transport protein (db=kegg)	AtRMS-02_contig_1_853 rank: C; long-chain fatty acid transport protein (db=kegg)	NA	381	NA	NA	AtRMS-02_contig_1_853 rank: C; long-chain fatty acid transport protein (db=kegg)	1	0.999	8	212	212	212	0	0	0	20	30	11	8	6	3	0	0	0	20	30	11	8	6	3	0	0	0	20	30	11	8	6	3	0	0	0	445349.7	500784.7	442172.56	61955.16	62338.055	34205.074	0	0	0	103316.36	114290.19	114859.63	22719.705	22892.945	19843.732	NA
AtRMS-02_contig_1_854	AtRMS-02_contig_1_854 rank: C; long-chain fatty acid transport protein (db=kegg)	AtRMS-02_contig_1_854 rank: C; long-chain fatty acid transport protein (db=kegg)	NA	442	NA	NA	AtRMS-02_contig_1_854 rank: C; long-chain fatty acid transport protein (db=kegg)	1	0.999	14	3650	3650	3650	90	58	72	301	320	433	64	64	77	90	58	72	301	320	433	64	64	77	90	58	72	301	320	433	64	64	77	2039275.9	1796732.5	1852287.6	41279568	45351284	44694320	2422050.2	2529343.5	2352622	745458.56	713120.9	667964.94	10829260	11873570	11356686	685790.44	837135.25	879694.75	NA
AtRMS-02_contig_1_855	AtRMS-02_contig_1_855 rank: C; iron(III) transport system permease protein (db=kegg)	AtRMS-02_contig_1_855 rank: C; iron(III) transport system permease protein (db=kegg)	NA	540	NA	NA	AtRMS-02_contig_1_855 rank: C; iron(III) transport system permease protein (db=kegg)	1	0.999	4	36	36	36	4	6	1	3	4	7	2	3	6	4	6	1	3	4	7	2	3	6	4	6	1	3	4	7	2	3	6	35960.867	35932.477	13659.652	57465.938	51569.887	56588.316	22368.654	33173.883	27735.137	22178.004	16543.783	0	30361.17	25559.182	30190.156	0	35645.758	29368.738	NA
AtRMS-02_contig_1_856	AtRMS-02_contig_1_856 rank: C; iron(III) transport system substrate-binding protein (db=kegg)	AtRMS-02_contig_1_856 rank: C; iron(III) transport system substrate-binding protein (db=kegg)	NA	338	NA	NA	AtRMS-02_contig_1_856 rank: C; iron(III) transport system substrate-binding protein (db=kegg)	1	0.999	29	2744	2744	2744	113	122	95	135	121	125	109	99	100	113	122	95	135	121	125	109	99	100	113	122	95	135	121	125	109	99	100	5733858.5	6450096.5	6297496	10081915	9423185	7158829	5314675.5	5583954.5	5685849.5	1084718.2	1210458.9	1063254.8	1484663	1381129.6	1051388.1	973714.75	968753.5	918032.1	NA
AtRMS-02_contig_1_857	AtRMS-02_contig_1_857 rank: D; ABC transporter [PF00005.33]; RecF/RecN/SMC N terminal domain [PF02463.25] (db=pfam)	AtRMS-02_contig_1_857 rank: D; ABC transporter [PF00005.33]; RecF/RecN/SMC N terminal domain [PF02463.25] (db=pfam)	NA	372	NA	NA	AtRMS-02_contig_1_857 rank: D; ABC transporter [PF00005.33]; RecF/RecN/SMC N terminal domain [PF02463.25] (db=pfam)	1	0.999	12	243	243	243	28	35	16	28	26	31	24	25	22	28	35	16	28	26	31	24	25	22	28	35	16	28	26	31	24	25	22	479720.2	639497	375415.94	1075797.5	1168779	901349.5	676900.94	722639.7	597868.44	134590.33	149174.88	160050.64	227153.44	251439.45	185844.58	159678.4	165012.89	139753.1	NA
AtRMS-02_contig_1_859	AtRMS-02_contig_1_859 rank: C; 2-methylaconitate isomerase [EC:5.3.3.-] (db=kegg)	AtRMS-02_contig_1_859 rank: C; 2-methylaconitate isomerase [EC:5.3.3.-] (db=kegg)	NA	396	NA	NA	AtRMS-02_contig_1_859 rank: C; 2-methylaconitate isomerase [EC:5.3.3.-] (db=kegg)	1	0.999	17	994	994	994	78	78	69	68	59	58	78	74	85	78	78	69	68	59	58	78	74	85	78	78	69	68	59	58	78	74	85	2994501	3117173.5	3157922	4169287.2	3910802.2	4157863.2	3576875	3497436	3769470.5	480211.75	499475.75	546806.44	567042.4	547622.44	676531.75	545093.25	539462.1	566975.2	NA
AtRMS-02_contig_1_86	AtRMS-02_contig_1_86 rank: C; UDP-N-acetylglucosamine/UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase [EC:5.1.3.7 5.1.3.45] (db=kegg)	AtRMS-02_contig_1_86 rank: C; UDP-N-acetylglucosamine/UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase [EC:5.1.3.7 5.1.3.45] (db=kegg)	NA	340	NA	NA	AtRMS-02_contig_1_86 rank: C; UDP-N-acetylglucosamine/UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase [EC:5.1.3.7 5.1.3.45] (db=kegg)	1	0.999	23	1346	1346	1346	164	179	153	113	113	102	129	137	128	164	179	153	113	113	102	129	137	128	164	179	153	113	113	102	129	137	128	7231258.5	8043332	6754698	6156793.5	6016665	5792470.5	6258976	6456248	6293109	1193107	1287403.8	1217033.8	926648.56	919181.44	923228.56	1080016.2	1163106.1	1115854.4	NA
AtRMS-02_contig_1_860	AtRMS-02_contig_1_860 rank: D; Polyprenyl synthetase [PF00348.22] (db=pfam)	AtRMS-02_contig_1_860 rank: D; Polyprenyl synthetase [PF00348.22] (db=pfam)	NA	311	NA	NA	AtRMS-02_contig_1_860 rank: D; Polyprenyl synthetase [PF00348.22] (db=pfam)	1	0.999	12	209	209	209	26	19	23	28	30	24	15	18	17	26	19	23	28	30	24	15	18	17	26	19	23	28	30	24	15	18	17	1010636.1	395499.78	604813.9	1441199	684488.5	1096231.2	262308.22	372160.47	328791	220960.19	249003.05	216460.47	258895.5	255130.97	295190.88	165908.9	155947.05	153513.42	NA
AtRMS-02_contig_1_862	AtRMS-02_contig_1_862 rank: E	AtRMS-02_contig_1_862 rank: E	NA	58	NA	NA	AtRMS-02_contig_1_862 rank: E	1	0.999	4	82	82	82	6	8	9	9	8	4	7	7	10	6	8	9	9	8	4	7	7	10	6	8	9	9	8	4	7	7	10	438808.03	597550.8	754108.1	478977.62	544699.3	302682.47	602909.94	613113.4	586538.94	296131.03	360402.6	495395.5	275373.28	351959.75	199956.78	370203.56	377094.6	361962.2	NA
AtRMS-02_contig_1_863	AtRMS-02_contig_1_863 rank: E	AtRMS-02_contig_1_863 rank: E	NA	56	NA	NA	AtRMS-02_contig_1_863 rank: E	0.9996	0.999	2	8	8	8	0	0	0	3	2	2	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	17035.031	13206.379	8325.947	0	0	0	0	0	0	9670.486	7543.8857	0	0	0	0	NA
AtRMS-02_contig_1_864	AtRMS-02_contig_1_864 rank: C; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2] (db=kegg)	AtRMS-02_contig_1_864 rank: C; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2] (db=kegg)	NA	181	NA	NA	AtRMS-02_contig_1_864 rank: C; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2] (db=kegg)	1	0.999	4	369	369	369	36	32	27	33	28	33	36	34	38	36	32	27	33	28	33	36	34	38	36	32	27	33	28	33	36	34	38	1572734.6	1438184.2	1502921.2	1606392.5	1655041.2	1580921.4	1848248.8	1772192.6	1646024.5	521193.38	486520.25	581993.44	538528.9	549174.7	607199.4	572835	586751.5	540547.8	NA
AtRMS-02_contig_1_865	AtRMS-02_contig_1_865 rank: C; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2] (db=kegg)	AtRMS-02_contig_1_865 rank: C; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2] (db=kegg)	NA	225	NA	NA	AtRMS-02_contig_1_865 rank: C; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2] (db=kegg)	1	0.999	10	440	440	440	42	32	34	46	46	37	51	44	43	42	32	34	46	46	37	51	44	43	42	32	34	46	46	37	51	44	43	1957383.6	1552182.6	1929820.4	2805336.2	2520774	2297956	2049417.9	2240833.5	2267645	543019.75	508762.78	559391.5	676056.3	689002.06	744361.25	559439.94	571815	576466.5	NA
AtRMS-02_contig_1_866	AtRMS-02_contig_1_866 rank: D; Respiratory-chain NADH dehydrogenase, 30 Kd subunit [PF00329.25] (db=pfam)	AtRMS-02_contig_1_866 rank: D; Respiratory-chain NADH dehydrogenase, 30 Kd subunit [PF00329.25] (db=pfam)	NA	313	NA	NA	AtRMS-02_contig_1_866 rank: D; Respiratory-chain NADH dehydrogenase, 30 Kd subunit [PF00329.25] (db=pfam)	1	0.999	26	957	957	957	81	86	83	103	113	110	96	92	90	81	86	83	103	113	110	96	92	90	81	86	83	103	113	110	96	92	90	2850786	2995786.8	3524326.2	6272413.5	6840219	6729246.5	3988867.2	4192326.8	3632474	603044.56	582697.7	654735.8	912284	900314.75	905326.94	644998.1	632708.9	606768	NA
AtRMS-02_contig_1_867	AtRMS-02_contig_1_867 rank: D; Respiratory-chain NADH dehydrogenase, 49 Kd subunit [PF00346.24]; Photosystem II protein [PF00421.24] (db=pfam)	AtRMS-02_contig_1_867 rank: D; Respiratory-chain NADH dehydrogenase, 49 Kd subunit [PF00346.24]; Photosystem II protein [PF00421.24] (db=pfam)	NA	301	NA	NA	AtRMS-02_contig_1_867 rank: D; Respiratory-chain NADH dehydrogenase, 49 Kd subunit [PF00346.24]; Photosystem II protein [PF00421.24] (db=pfam)	1	0.999	21	845	845	845	76	66	85	90	84	83	81	72	76	76	66	85	90	84	83	81	72	76	76	66	85	90	84	83	81	72	76	3259793.5	3082606.5	3125348.5	5594395	5349052	5608224.5	3110665	3032677	3625155.2	493477.78	457189.25	546662.25	661104.75	621827.5	708406.1	478870.97	480972.75	541605.56	NA
AtRMS-02_contig_1_868	AtRMS-02_contig_1_868 rank: C; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2] (db=kegg)	AtRMS-02_contig_1_868 rank: C; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2] (db=kegg)	NA	169	NA	NA	AtRMS-02_contig_1_868 rank: C; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2] (db=kegg)	1	0.999	6	165	165	165	13	10	17	18	26	26	14	9	12	13	10	17	18	26	26	14	9	12	13	10	17	18	26	26	14	9	12	827568.1	765125	1025294.4	1221170.2	1257558.1	1737299.1	770046.9	899626.2	740742.25	349993.1	416756.6	503785.25	485436.12	494875.25	1011405.8	406682.16	449900.62	393549.56	NA
AtRMS-02_contig_1_869	AtRMS-02_contig_1_869 rank: C; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2] (db=kegg)	AtRMS-02_contig_1_869 rank: C; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2] (db=kegg)	NA	445	NA	NA	AtRMS-02_contig_1_869 rank: C; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2] (db=kegg)	1	0.999	31	1882	1882	1882	198	168	183	166	173	151	208	218	209	198	168	183	166	173	151	208	218	209	198	168	183	166	173	151	208	218	209	7618575	6379638.5	6367258.5	8719248	8458068	6918235	7901153	7924413.5	7338152	645312.4	533163.1	599547.9	699537.3	671946.75	671868.8	620939.6	609875.6	585050.25	NA
AtRMS-02_contig_1_87	AtRMS-02_contig_1_87 rank: E	AtRMS-02_contig_1_87 rank: E	NA	339	NA	NA	AtRMS-02_contig_1_87 rank: E	0.9778	0.999	1	3	3	3	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	9743.395	16304.237	0	0	0	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_870	AtRMS-02_contig_1_870 rank: D; Molybdopterin oxidoreductase [PF00384.28]; NADH-quinone oxidoreductase subunit 3, ferredoxin-like domain [PF22117.2]; 2Fe-2S iron-sulfur cluster binding domain [PF13510.11]; NADH-ubiquinone oxidoreductase-G iron-sulfur binding region [PF10588.14]; Molybdopterin oxidoreductase Fe4S4 domain [PF04879.21]; NADH-ubiquinone oxidoreductase NDSU1/NuoG-like, 4Fe-4S domain [PF22151.2]; Molydopterin dinucleotide binding domain [PF01568.27] (db=pfam)	AtRMS-02_contig_1_870 rank: D; Molybdopterin oxidoreductase [PF00384.28]; NADH-quinone oxidoreductase subunit 3, ferredoxin-like domain [PF22117.2]; 2Fe-2S iron-sulfur cluster binding domain [PF13510.11]; NADH-ubiquinone oxidoreductase-G iron-sulfur binding region [PF10588.14]; Molybdopterin oxidoreductase Fe4S4 domain [PF04879.21]; NADH-ubiquinone oxidoreductase NDSU1/NuoG-like, 4Fe-4S domain [PF22151.2]; Molydopterin dinucleotide binding domain [PF01568.27] (db=pfam)	NA	894	NA	NA	AtRMS-02_contig_1_870 rank: D; Molybdopterin oxidoreductase [PF00384.28]; NADH-quinone oxidoreductase subunit 3, ferredoxin-like domain [PF22117.2]; 2Fe-2S iron-sulfur cluster binding domain [PF13510.11]; NADH-ubiquinone oxidoreductase-G iron-sulfur binding region [PF10588.14]; Molybdopterin oxidoreductase Fe4S4 domain [PF04879.21]; NADH-ubiquinone oxidoreductase NDSU1/NuoG-like, 4Fe-4S domain [PF22151.2]; Molydopterin dinucleotide binding domain [PF01568.27] (db=pfam)	1	0.999	44	2629	2629	2629	291	267	255	245	217	229	277	270	264	291	267	255	245	217	229	277	270	264	291	267	255	245	217	229	277	270	264	11985829	11155343	10851568	14689412	14673591	13769139	12938535	13750302	13484018	1224166.9	1130222	1189594.6	1497654.1	1484411.6	1499984.5	1263191.9	1305348.4	1330181.1	NA
AtRMS-02_contig_1_871	AtRMS-02_contig_1_871 rank: C; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2] (db=kegg)	AtRMS-02_contig_1_871 rank: C; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2] (db=kegg)	NA	339	NA	NA	AtRMS-02_contig_1_871 rank: C; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2] (db=kegg)	1	0.999	7	181	181	181	18	12	7	14	12	15	22	19	20	18	12	7	14	12	15	22	19	20	18	12	7	14	12	15	22	19	20	394918.7	261220.95	205336.44	429605.62	781929.56	493182.9	640065.75	632916.1	610424.8	151285.81	120624.65	151093.88	116855.13	127259.39	183454.58	135988.62	137801.1	143571.2	NA
AtRMS-02_contig_1_872	AtRMS-02_contig_1_872 rank: C; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (db=kegg)	AtRMS-02_contig_1_872 rank: C; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (db=kegg)	NA	180	NA	NA	AtRMS-02_contig_1_872 rank: C; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (db=kegg)	1	0.999	16	655	655	655	68	61	67	65	65	36	69	73	75	68	61	67	65	65	36	69	73	75	68	61	67	65	65	36	69	73	75	2318644.5	2178027.8	2151097.2	3030051.2	3326456.8	2618598.8	2565413	2816360.8	2779878.8	501436.22	487830.12	564753.25	622569.9	719617.7	580285.5	610087	677663	634891.4	NA
AtRMS-02_contig_1_875	AtRMS-02_contig_1_875 rank: C; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2] (db=kegg)	AtRMS-02_contig_1_875 rank: C; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2] (db=kegg)	NA	631	NA	NA	AtRMS-02_contig_1_875 rank: C; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2] (db=kegg)	1	0.999	8	145	145	145	14	8	8	18	11	20	12	21	18	14	8	8	18	11	20	12	21	18	14	8	8	18	11	20	12	21	18	206595.67	140342.75	158036.58	584075.9	544686.2	574213.3	275079.06	378846.88	255637.17	98175.25	84663.37	99919.33	183746.56	177828.34	184654.55	110717.17	122257.11	125720.21	NA
AtRMS-02_contig_1_876	AtRMS-02_contig_1_876 rank: C; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2] (db=kegg)	AtRMS-02_contig_1_876 rank: C; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2] (db=kegg)	NA	537	NA	NA	AtRMS-02_contig_1_876 rank: C; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2] (db=kegg)	1	0.999	3	54	54	54	11	6	3	6	4	10	6	4	2	11	6	3	6	4	10	6	4	2	11	6	3	6	4	10	6	4	2	122525.3	155302.6	163067.34	227958.9	188464.73	321896.2	156892.69	96660.79	148380.97	109653.56	125778.41	117534.984	125692.484	118993.72	183218.08	123080.6	92318.23	123993.93	NA
AtRMS-02_contig_1_877	AtRMS-02_contig_1_877 rank: C; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2] (db=kegg)	AtRMS-02_contig_1_877 rank: C; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2] (db=kegg)	NA	497	NA	NA	AtRMS-02_contig_1_877 rank: C; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2] (db=kegg)	1	0.999	4	34	34	34	3	5	4	3	0	2	5	3	7	3	5	4	3	0	2	5	3	7	3	5	4	3	0	2	5	3	7	65656.7	44231.023	63918.016	189412.28	0	102912.78	66641.305	67606	112588.305	36266.8	26426.193	37386.043	154426.2	0	49394.324	41127.707	40820.367	40632.67	NA
AtRMS-02_contig_1_878	AtRMS-02_contig_1_878 rank: C; uracil phosphoribosyltransferase [EC:2.4.2.9] (db=kegg)	AtRMS-02_contig_1_878 rank: C; uracil phosphoribosyltransferase [EC:2.4.2.9] (db=kegg)	NA	211	NA	NA	AtRMS-02_contig_1_878 rank: C; uracil phosphoribosyltransferase [EC:2.4.2.9] (db=kegg)	1	0.999	10	257	257	257	40	24	18	33	34	13	38	33	24	40	24	18	33	34	13	38	33	24	40	24	18	33	34	13	38	33	24	572493	571934.44	367837.9	555435.5	573020.4	410999.38	776092.6	1526015.9	750814.56	144607.45	162705.64	136607.83	129607.69	135137.42	129509.625	205265.92	204758.66	190505.22	NA
AtRMS-02_contig_1_879	AtRMS-02_contig_1_879 rank: D; 'Cold-shock' DNA-binding domain [PF00313.28] (db=pfam)	AtRMS-02_contig_1_879 rank: D; 'Cold-shock' DNA-binding domain [PF00313.28] (db=pfam)	NA	97	NA	NA	AtRMS-02_contig_1_879 rank: D; 'Cold-shock' DNA-binding domain [PF00313.28] (db=pfam)	1	0.999	7	241	241	241	31	28	20	16	15	8	29	25	28	31	28	20	16	15	8	29	25	28	31	28	20	16	15	8	29	25	28	769988.8	711423.25	643456.56	440792.7	488771.3	341675.66	599239.5	619068.9	589434.5	240151.3	226155.3	325598.97	147723.88	170883.83	227150.03	178289.25	171629.84	168113.6	NA
AtRMS-02_contig_1_88	AtRMS-02_contig_1_88 rank: C; UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-] (db=kegg)	AtRMS-02_contig_1_88 rank: C; UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-] (db=kegg)	NA	425	NA	NA	AtRMS-02_contig_1_88 rank: C; UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-] (db=kegg)	1	0.999	31	1034	1034	1034	119	138	103	94	96	102	122	115	104	119	138	103	94	96	102	122	115	104	119	138	103	94	96	102	122	115	104	4655025	5438283	4651713	4287540	4267118	4575756.5	3701782.5	4131025.2	3292690	638901.4	717532.4	735978.3	543824	538048.7	598727.5	587668.5	523052.38	521270.3	NA
AtRMS-02_contig_1_880	AtRMS-02_contig_1_880 rank: D; 'Cold-shock' DNA-binding domain [PF00313.28] (db=pfam)	AtRMS-02_contig_1_880 rank: D; 'Cold-shock' DNA-binding domain [PF00313.28] (db=pfam)	NA	193	NA	NA	AtRMS-02_contig_1_880 rank: D; 'Cold-shock' DNA-binding domain [PF00313.28] (db=pfam)	1	0.999	8	89	89	89	8	1	10	8	6	10	6	7	13	8	1	10	8	6	10	6	7	13	8	1	10	8	6	10	6	7	13	34733.53	8629.109	40916.105	305097.03	350973.4	445532.1	61680.566	67717.78	184241.42	68100.14	0	79521.78	60325.29	112152.98	113526.71	54858.3	60472.36	54057.84	NA
AtRMS-02_contig_1_881	AtRMS-02_contig_1_881 rank: D; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.33] (db=pfam)	AtRMS-02_contig_1_881 rank: D; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.33] (db=pfam)	NA	293	NA	NA	AtRMS-02_contig_1_881 rank: D; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.33] (db=pfam)	1	0.999	21	365	365	365	43	58	38	30	30	25	45	44	39	43	58	38	30	30	25	45	44	39	43	58	38	30	30	25	45	44	39	1126339.4	1258471.8	1277602.8	1171419.5	963911.1	934595.75	909388.8	983167.1	1093573.4	174525.02	192569.2	235737.28	142136.12	128453.516	162700.4	142676.62	175397.48	155058.84	NA
AtRMS-02_contig_1_882	AtRMS-02_contig_1_882 rank: D; Oxidoreductase NAD-binding domain [PF00175.26]; Oxidoreductase FAD-binding domain [PF00970.30] (db=pfam)	AtRMS-02_contig_1_882 rank: D; Oxidoreductase NAD-binding domain [PF00175.26]; Oxidoreductase FAD-binding domain [PF00970.30] (db=pfam)	NA	253	NA	NA	AtRMS-02_contig_1_882 rank: D; Oxidoreductase NAD-binding domain [PF00175.26]; Oxidoreductase FAD-binding domain [PF00970.30] (db=pfam)	1	0.999	11	150	150	150	11	23	15	15	17	9	20	16	13	11	23	15	15	17	9	20	16	13	11	23	15	15	17	9	20	16	13	273232.6	340673.28	370054.88	392187.6	368025	301736.66	352514.2	331266.56	310106	135280.33	151948.67	216248.38	155358.11	158366.44	220569.83	183922.2	160859.66	128603.49	NA
AtRMS-02_contig_1_883	AtRMS-02_contig_1_883 rank: E	AtRMS-02_contig_1_883 rank: E	NA	223	NA	NA	AtRMS-02_contig_1_883 rank: E	1	0.999	9	216	216	216	16	19	12	15	18	17	24	24	29	16	19	12	15	18	17	24	24	29	16	19	12	15	18	17	24	24	29	226944.64	233277.03	212318.58	246886.8	261566.62	317735.5	400420.03	397926.28	337893.7	66112.76	68351.9	65646.81	66604.71	66889.43	71233.945	78711.52	80937.37	76642.16	NA
AtRMS-02_contig_1_884	AtRMS-02_contig_1_884 rank: E	AtRMS-02_contig_1_884 rank: E	NA	140	NA	NA	AtRMS-02_contig_1_884 rank: E	1	0.999	5	18	18	18	0	0	8	2	3	2	0	1	2	0	0	8	2	3	2	0	1	2	0	0	8	2	3	2	0	1	2	0	0	156202.23	37741.863	31858.793	42437.113	0	147372.73	119521.53	0	0	40700.47	25835.922	23135.08	39411.727	0	0	0	NA
AtRMS-02_contig_1_885	AtRMS-02_contig_1_885 rank: E	AtRMS-02_contig_1_885 rank: E	NA	92	NA	NA	AtRMS-02_contig_1_885 rank: E	0.9995	0.999	2	9	9	9	0	0	0	0	0	1	1	3	3	0	0	0	0	0	1	1	3	3	0	0	0	0	0	1	1	3	3	0	0	0	0	0	19210.396	16700.316	46949.832	67934.84	0	0	0	0	0	0	0	37570.004	46866.17	NA
AtRMS-02_contig_1_886	AtRMS-02_contig_1_886 rank: E	AtRMS-02_contig_1_886 rank: E	NA	574	NA	NA	AtRMS-02_contig_1_886 rank: E	1	0.999	10	628	628	628	78	57	105	30	34	74	45	53	52	78	57	105	30	34	74	45	53	52	78	57	105	30	34	74	45	53	52	1781464.6	1874707.6	4069913.8	1432592.1	1235398.2	2991145.5	1622671.6	1757947.1	1722154.9	651616.5	590929.4	967297.8	368917.2	286390.1	613418.75	611334.75	591816.3	620101	NA
AtRMS-02_contig_1_889	AtRMS-02_contig_1_889 rank: D; HI0933-like protein Rossmann domain [PF03486.20]; HI0933-like protein barrel and H2TH domain [PF22780.1]; FAD binding domain [PF00890.30]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.12]; FAD dependent oxidoreductase [PF01266.30]; FAD dependent oxidoreductase [PF12831.13] (db=pfam)	AtRMS-02_contig_1_889 rank: D; HI0933-like protein Rossmann domain [PF03486.20]; HI0933-like protein barrel and H2TH domain [PF22780.1]; FAD binding domain [PF00890.30]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.12]; FAD dependent oxidoreductase [PF01266.30]; FAD dependent oxidoreductase [PF12831.13] (db=pfam)	NA	398	NA	NA	AtRMS-02_contig_1_889 rank: D; HI0933-like protein Rossmann domain [PF03486.20]; HI0933-like protein barrel and H2TH domain [PF22780.1]; FAD binding domain [PF00890.30]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.12]; FAD dependent oxidoreductase [PF01266.30]; FAD dependent oxidoreductase [PF12831.13] (db=pfam)	1	0.999	10	160	160	160	19	17	16	14	10	13	16	14	13	19	17	16	14	10	13	16	14	13	19	17	16	14	10	13	16	14	13	781965.6	666619.9	313940.8	279384.25	266738.75	250764.16	341323.9	284849.28	259765.84	102825.914	91152.25	87899.07	73958.13	70272.984	71740.5	91081.79	85052.83	84196.67	NA
